observed_on,url,image_url,latitude,longitude,positional_accuracy,public_positional_accuracy,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2023-04-30,https://www.inaturalist.org/observations/158049607,https://inaturalist-open-data.s3.amazonaws.com/photos/273194040/medium.jpg,44.0960207116,-79.6909205989,9,9,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
2023-04-30,https://www.inaturalist.org/observations/158049621,https://inaturalist-open-data.s3.amazonaws.com/photos/273194097/medium.jpeg,32.9903717041,-96.6337356567,23,23,flathead rabbit tobacco,Diaperia prolifera,flathead rabbit tobacco,Plantae,460834
2023-04-30,https://www.inaturalist.org/observations/158049691,https://inaturalist-open-data.s3.amazonaws.com/photos/273194240/medium.jpeg,41.30377399,-73.01607274,9,9,Чесночница черешчатая,Alliaria petiolata,garlic mustard,Plantae,56061
2023-04-30,https://www.inaturalist.org/observations/158049748,https://inaturalist-open-data.s3.amazonaws.com/photos/273194313/medium.jpeg,32.9907989502,-96.6346893311,37,37,Engelmann Daisy,Engelmannia peristenia,Engelmann Daisy,Plantae,127943
2023-04-30,https://www.inaturalist.org/observations/158049757,https://inaturalist-open-data.s3.amazonaws.com/photos/273194300/medium.jpg,26.8980562195,-80.0647946686,12,12,Scorpion's-tail,Heliotropium angiospermum,Scorpion's-tail,Plantae,48895
2023-04-30,https://www.inaturalist.org/observations/158049800,https://static.inaturalist.org/photos/273194375/medium.jpg,40.8631783333,-75.7390283333,8,8,Ivy-leaved toadflax,Cymbalaria muralis,Ivy-leaved toadflax,Plantae,55727
2023-04-30,https://www.inaturalist.org/observations/158049810,https://inaturalist-open-data.s3.amazonaws.com/photos/273194390/medium.jpg,25.7097607199,-80.4161791039,5,5,straggler daisy,Calyptocarpus vialis,straggler daisy,Plantae,84405
2023-04-30,https://www.inaturalist.org/observations/158049846,https://inaturalist-open-data.s3.amazonaws.com/photos/273194471/medium.jpg,40.894458345,-73.8898614576,35,35,common reed,Phragmites australis,common reed,Plantae,64237
2023-04-30,https://www.inaturalist.org/observations/158049893,https://inaturalist-open-data.s3.amazonaws.com/photos/273194531/medium.jpeg,32.9908905029,-96.6350784302,62,62,roadside gaura,Oenothera suffulta,roadside gaura,Plantae,521639
2023-04-30,https://www.inaturalist.org/observations/158049900,https://inaturalist-open-data.s3.amazonaws.com/photos/273194584/medium.jpeg,42.2428933333,-78.5890233333,4,4,marsh marigold,Caltha palustris,marsh marigold,Plantae,56224
2023-04-30,https://www.inaturalist.org/observations/158049908,https://inaturalist-open-data.s3.amazonaws.com/photos/273194566/medium.jpeg,42.11871189,-88.04511547,6,6,Virginia bluebells,Mertensia virginica,Virginia bluebells,Plantae,59771
2023-04-30,https://www.inaturalist.org/observations/158049929,https://inaturalist-open-data.s3.amazonaws.com/photos/273194604/medium.jpg,40.89452921,-73.889935916,7,7,autumn clematis,Clematis terniflora,autumn clematis,Plantae,62776
2023-04-30,https://www.inaturalist.org/observations/158049960,https://static.inaturalist.org/photos/273194638/medium.jpeg,44.3414044142,-79.7359884052,4,4,Two-leaved Toothwort,Cardamine diphylla,Two-leaved Toothwort,Plantae,118512
2023-04-30,https://www.inaturalist.org/observations/158050040,https://inaturalist-open-data.s3.amazonaws.com/photos/273194799/medium.jpg,26.8979480375,-80.0647835025,18,18,Indian blanket,Gaillardia pulchella,Indian blanket,Plantae,51768
2023-04-30,https://www.inaturalist.org/observations/158050058,https://inaturalist-open-data.s3.amazonaws.com/photos/273194852/medium.jpg,40.8945037369,-73.8900098839,12,12,sensitive fern,Onoclea sensibilis,sensitive fern,Plantae,82576
2023-04-30,https://www.inaturalist.org/observations/158050229,https://static.inaturalist.org/photos/273195175/medium.jpg,40.86321529,-75.73897806,4,4,purple-stem cliffbrake,Pellaea atropurpurea,purple-stem cliffbrake,Plantae,82811
2023-04-30,https://www.inaturalist.org/observations/158050263,https://inaturalist-open-data.s3.amazonaws.com/photos/273195229/medium.jpg,26.8978720549,-80.0647262342,19,19,American beautyberry,Callicarpa americana,American beautyberry,Plantae,49193
2023-04-30,https://www.inaturalist.org/observations/158050314,https://inaturalist-open-data.s3.amazonaws.com/photos/273195305/medium.jpeg,42.11791415,-88.04518018,6,6,Gefleckte Taubnessel,Lamium maculatum,Spotted deadnettle,Plantae,55828
2023-04-30,https://www.inaturalist.org/observations/158050335,https://inaturalist-open-data.s3.amazonaws.com/photos/273195402/medium.jpg,25.1045700861,-80.4339809251,4,4,coconut palm,Cocos nucifera,coconut palm,Plantae,48865
2023-04-30,https://www.inaturalist.org/observations/158050407,https://inaturalist-open-data.s3.amazonaws.com/photos/273195492/medium.jpg,40.8945529602,-73.8901598516,8,8,sensitive fern,Onoclea sensibilis,sensitive fern,Plantae,82576
2023-04-30,https://www.inaturalist.org/observations/158050454,https://inaturalist-open-data.s3.amazonaws.com/photos/273195571/medium.jpg,40.8944930608,-73.8902579652,15,15,hairy Solomon's-seal,Polygonatum,alternate-leaved Solomon's seals,Plantae,1426703
2023-04-30,https://www.inaturalist.org/observations/158050557,https://inaturalist-open-data.s3.amazonaws.com/photos/273195802/medium.jpg,40.0435218885,-75.3406175069,4,4,mayapple,Podophyllum peltatum,mayapple,Plantae,49288
2023-04-30,https://www.inaturalist.org/observations/158050677,https://inaturalist-open-data.s3.amazonaws.com/photos/273196065/medium.jpg,29.6653703612,-82.3905983222,4,4,Spanish moss,Tillandsia usneoides,Spanish moss,Plantae,49569
2023-04-30,https://www.inaturalist.org/observations/158050921,https://static.inaturalist.org/photos/274127545/medium.jpg,40.1505173854,-75.6019927241,7,7,mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
2023-04-30,https://www.inaturalist.org/observations/158050989,https://inaturalist-open-data.s3.amazonaws.com/photos/273196503/medium.jpg,40.8943710476,-73.8906706072,49,49,Чистяк весенний,Ficaria verna,lesser celandine,Plantae,204321
2023-04-30,https://www.inaturalist.org/observations/158051159,https://inaturalist-open-data.s3.amazonaws.com/photos/273196791/medium.jpeg,32.9904327393,-96.6337661743,63,63,Texas Prairie Parsley,Polytaenia texana,Texas Prairie Parsley,Plantae,167284
2023-04-30,https://www.inaturalist.org/observations/158051473,https://static.inaturalist.org/photos/273197230/medium.jpg,26.1632055,-80.2651883333,4,4,trailing daisy,Sphagneticola trilobata,trailing daisy,Plantae,246102
2023-04-30,https://www.inaturalist.org/observations/158051537,https://inaturalist-open-data.s3.amazonaws.com/photos/273197321/medium.jpeg,32.9907226563,-96.6345901489,41,41,Engelmann Daisy,Engelmannia peristenia,Engelmann Daisy,Plantae,127943
2023-04-30,https://www.inaturalist.org/observations/158051564,https://inaturalist-open-data.s3.amazonaws.com/photos/273510071/medium.jpeg,39.0889282227,-87.5625839233,4885,4885,Eastern Skunk Cabbage,Symplocarpus foetidus,Eastern Skunk Cabbage,Plantae,48961
2023-04-30,https://www.inaturalist.org/observations/158051830,https://static.inaturalist.org/photos/273200826/medium.jpeg,44.3408857134,-79.735924013,3,3,intermediate wood fern,Dryopteris intermedia,intermediate wood fern,Plantae,82568
2023-04-30,https://www.inaturalist.org/observations/158051834,https://inaturalist-open-data.s3.amazonaws.com/photos/273197701/medium.jpg,37.9514180051,-84.5037323692,4,4,Ohio buckeye,Aesculus glabra,Ohio buckeye,Plantae,67790
2023-04-30,https://www.inaturalist.org/observations/158051969,https://inaturalist-open-data.s3.amazonaws.com/photos/273197941/medium.jpg,26.8980562195,-80.0647946686,12,12,Madagascar Periwinkle,Catharanthus roseus,Madagascar Periwinkle,Plantae,62924
2023-04-30,https://www.inaturalist.org/observations/158051994,https://inaturalist-open-data.s3.amazonaws.com/photos/273198071/medium.jpeg,32.990524292,-96.6342468262,47,47,Antelopehorn Milkweed,Asclepias asperula,Antelopehorn Milkweed,Plantae,62298
2023-04-30,https://www.inaturalist.org/observations/158052096,https://inaturalist-open-data.s3.amazonaws.com/photos/273198137/medium.jpg,26.8980562195,-80.0647946686,12,12,Aquatic Milkweed,Asclepias perennis,Aquatic Milkweed,Plantae,120152
2023-04-30,https://www.inaturalist.org/observations/158052153,https://static.inaturalist.org/photos/273198205/medium.jpg,37.6623934702,-79.5279138189,7,7,eastern redbud,Cercis canadensis,eastern redbud,Plantae,48502
2023-04-30,https://www.inaturalist.org/observations/158052188,https://inaturalist-open-data.s3.amazonaws.com/photos/273198509/medium.jpeg,42.2441816667,-78.586575,8,8,Eastern Skunk Cabbage,Symplocarpus foetidus,Eastern Skunk Cabbage,Plantae,48961
2023-05-09,https://www.inaturalist.org/observations/160888528,https://inaturalist-open-data.s3.amazonaws.com/photos/278056759/medium.jpg,44.76165,-67.338255,4,4,azure bluet,Houstonia caerulea,azure bluet,Plantae,69752
2023-05-05,https://www.inaturalist.org/observations/160888592,https://static.inaturalist.org/photos/277869729/medium.jpeg,49.8882557317,-74.3971806429,200,200,rough goose neck moss,Hylocomiadelphus triquetrus,rough goose neck moss,Plantae,1138381
2023-05-10,https://www.inaturalist.org/observations/160888735,https://inaturalist-open-data.s3.amazonaws.com/photos/278057107/medium.jpg,44.1549945,-123.6615366667,4,4,largeflower fairybells,Prosartes smithii,largeflower fairybells,Plantae,57506
2023-05-05,https://www.inaturalist.org/observations/160888793,https://inaturalist-open-data.s3.amazonaws.com/photos/278057273/medium.jpeg,44.252594,-70.4965193997,,,American fly-honeysuckle,Lonicera canadensis,American fly-honeysuckle,Plantae,119807
2023-05-10,https://www.inaturalist.org/observations/160889198,https://inaturalist-open-data.s3.amazonaws.com/photos/278057605/medium.jpeg,41.6783447266,-73.240196228,15,15,nipplewort,Lapsana communis,nipplewort,Plantae,55981
2023-05-08,https://www.inaturalist.org/observations/160889557,https://inaturalist-open-data.s3.amazonaws.com/photos/278057789/medium.jpg,39.4937666667,-74.4790888889,,,Ribbonwort,Pallavicinia lyellii,Ribbonwort,Plantae,56455
2023-05-06,https://www.inaturalist.org/observations/160889941,https://static.inaturalist.org/photos/278058322/medium.jpeg,33.0174394238,-116.5317792445,5443,5443,Western Redbud,Cercis occidentalis,Western Redbud,Plantae,59556
2023-05-09,https://www.inaturalist.org/observations/160889972,https://inaturalist-open-data.s3.amazonaws.com/photos/278058362/medium.jpeg,41.88275,-71.5279833333,,,Morrow's honeysuckle,Lonicera morrowii,Morrow's honeysuckle,Plantae,59773
2023-05-05,https://www.inaturalist.org/observations/160889975,https://inaturalist-open-data.s3.amazonaws.com/photos/278058376/medium.jpeg,44.2518255,-70.4972779,,,red trillium,Trillium erectum,red trillium,Plantae,50855
2023-05-05,https://www.inaturalist.org/observations/160890023,https://inaturalist-open-data.s3.amazonaws.com/photos/278058483/medium.jpeg,44.2527056997,-70.494658,,,red trillium,Trillium erectum,red trillium,Plantae,50855
2023-05-05,https://www.inaturalist.org/observations/160890101,https://inaturalist-open-data.s3.amazonaws.com/photos/278058589/medium.jpeg,44.2527005997,-70.4945816997,,,Round-leaved Violet,Viola rotundifolia,Round-leaved Violet,Plantae,126864
2023-05-10,https://www.inaturalist.org/observations/160890121,https://inaturalist-open-data.s3.amazonaws.com/photos/278059544/medium.jpeg,33.6432495117,-98.296585083,4,4,wavyleaf thistle,Cirsium undulatum,wavyleaf thistle,Plantae,76358
2023-05-09,https://www.inaturalist.org/observations/160890139,https://static.inaturalist.org/photos/278058650/medium.jpg,27.6829833333,-82.379495,4,4,Yellow milkwort,Polygala rugelii,Yellow milkwort,Plantae,127283
2023-05-05,https://www.inaturalist.org/observations/160890203,https://inaturalist-open-data.s3.amazonaws.com/photos/278058763/medium.jpeg,44.2525261997,-70.4940744997,,,red trillium,Trillium erectum,red trillium,Plantae,50855
2023-05-09,https://www.inaturalist.org/observations/160890204,https://inaturalist-open-data.s3.amazonaws.com/photos/278058758/medium.jpeg,43.433326455,-80.5003643408,103,103,marsh marigold,Caltha palustris,marsh marigold,Plantae,56224
2023-05-05,https://www.inaturalist.org/observations/160890221,https://inaturalist-open-data.s3.amazonaws.com/photos/278058809/medium.jpeg,44.2521606997,-70.4937738997,,,sessile bellwort,Uvularia sessilifolia,sessile bellwort,Plantae,67772
2023-05-09,https://www.inaturalist.org/observations/160890231,https://inaturalist-open-data.s3.amazonaws.com/photos/278058830/medium.jpeg,43.433326455,-80.5003643408,1528121,1528121,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-08,https://www.inaturalist.org/observations/160890359,https://static.inaturalist.org/photos/278059335/medium.jpg,45.3785383333,-75.63582,32,32,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-08,https://www.inaturalist.org/observations/160890385,https://inaturalist-open-data.s3.amazonaws.com/photos/278059028/medium.jpg,39.4937527778,-74.4786027778,,,spoonleaf sundew,Drosera intermedia,spoonleaf sundew,Plantae,53038
2023-05-10,https://www.inaturalist.org/observations/160890444,https://inaturalist-open-data.s3.amazonaws.com/photos/278059310/medium.jpg,41.8291639803,-71.4233260691,4,4,eastern poison ivy,Toxicodendron radicans,eastern poison ivy,Plantae,58732
2023-05-09,https://www.inaturalist.org/observations/160890472,https://inaturalist-open-data.s3.amazonaws.com/photos/278059381/medium.jpg,39.0673556552,-76.8154574186,10,10,American Royal Fern,Osmunda spectabilis,American Royal Fern,Plantae,1002684
2023-05-09,https://www.inaturalist.org/observations/160890540,https://static.inaturalist.org/photos/278059453/medium.jpg,27.6745916667,-82.36245,4,4,sparkleberry,Vaccinium arboreum,sparkleberry,Plantae,81818
2023-05-09,https://www.inaturalist.org/observations/160890610,https://inaturalist-open-data.s3.amazonaws.com/photos/278059615/medium.jpeg,43.433326455,-80.5003643408,103,103,Будра плющевидная,Glechoma hederacea,ground-ivy,Plantae,55830
2023-05-09,https://www.inaturalist.org/observations/160890642,https://static.inaturalist.org/photos/278059685/medium.jpeg,43.7778777278,-79.3446541205,680,680,smooth shadbush,Amelanchier laevis,smooth shadbush,Plantae,54814
2023-05-08,https://www.inaturalist.org/observations/160890643,https://inaturalist-open-data.s3.amazonaws.com/photos/278059703/medium.jpg,39.1929166667,-76.6708533333,4,4,Робінія звичайна,Robinia pseudoacacia,black locust,Plantae,56088
2023-05-10,https://www.inaturalist.org/observations/160890646,https://static.inaturalist.org/photos/278059715/medium.jpg,40.6015691534,-80.2207052429,7,7,Полин звичайний,Artemisia vulgaris,common mugwort,Plantae,52856
2023-05-05,https://www.inaturalist.org/observations/160890654,https://inaturalist-open-data.s3.amazonaws.com/photos/278059733/medium.jpeg,44.2516096,-70.4930767,,,dwarf horsetail,Equisetum scirpoides,dwarf horsetail,Plantae,162373
2023-05-08,https://www.inaturalist.org/observations/160890657,https://inaturalist-open-data.s3.amazonaws.com/photos/278059737/medium.jpg,39.192895,-76.670845,4,4,Дикий виноград п'ятилистий,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
2023-05-09,https://www.inaturalist.org/observations/160890785,https://static.inaturalist.org/photos/278060018/medium.jpeg,43.4515984869,-80.4925336316,11069,11069,Iceplant,Hylotelephium spectabile,Iceplant,Plantae,163908
2023-05-09,https://www.inaturalist.org/observations/160890982,https://static.inaturalist.org/photos/278060353/medium.jpg,42.8541666667,-73.9429333333,4,4,Будра плющевидная,Glechoma hederacea,ground-ivy,Plantae,55830
2023-05-09,https://www.inaturalist.org/observations/160890991,https://static.inaturalist.org/photos/278060359/medium.jpg,27.6751116667,-82.35772,4,4,Yellow milkwort,Polygala rugelii,Yellow milkwort,Plantae,127283
2023-05-05,https://www.inaturalist.org/observations/160891002,https://inaturalist-open-data.s3.amazonaws.com/photos/278060393/medium.jpeg,44.2512819,-70.4922171997,,,dwarf ginseng,Panax trifolius,dwarf ginseng,Plantae,123049
2023-05-09,https://www.inaturalist.org/observations/160891085,https://inaturalist-open-data.s3.amazonaws.com/photos/278054696/medium.jpeg,28.2890931819,-105.4365255537,15,15,bejuco de reja,Funastrum heterophyllum,Hartweg's climbing milkweed,Plantae,775602
2023-05-09,https://www.inaturalist.org/observations/160891106,https://inaturalist-open-data.s3.amazonaws.com/photos/278055251/medium.jpeg,28.2882995914,-105.4367401299,15,15,Porotillo,Hoffmannseggia glauca,Indian rushpea,Plantae,77423
